variant_index,position,maf,beta,is_causal
134,98687.0,0.0594,0.0,0
135,99060.0,0.234,0.0,0
136,99291.0,0.376,0.0,0
137,99685.0,0.0594,0.0,0
138,100162.0,0.2275,0.0,0
139,101017.0,0.4432,0.0,0
140,101328.0,0.2272,0.0,0
141,101465.0,0.2562,0.015675692372509764,1
142,102610.0,0.1345,0.0,0
143,102817.0,0.2272,0.0,0
144,103028.0,0.2272,0.0,0
145,103246.0,0.0101,0.0,0
146,103876.0,0.2283,-0.08373414723521785,1
147,104331.0,0.4418,0.0,0
148,104810.0,0.0109,0.0,0
149,105366.0,0.2283,0.0,0
150,105461.0,0.0171,0.0,0
151,106555.0,0.0647,0.0,0
152,106910.0,0.0559,0.0,0
153,107047.0,0.1397,0.02072047166379982,1
154,108558.0,0.1483,0.0,0
155,108895.0,0.4348,-0.023470117010136196,1
156,109250.0,0.435,0.0,0
157,109670.0,0.0261,0.0,0
158,110005.0,0.2298,0.0,0
159,110058.0,0.2874,0.0,0
160,110236.0,0.0568,0.0,0
161,110991.0,0.1476,0.0,0
162,111276.0,0.0481,0.0,0
163,112110.0,0.0984,0.0,0
164,112831.0,0.0545,0.0,0
165,112897.0,0.1841,0.0,0
166,113270.0,0.1016,0.0,0
167,113989.0,0.0481,0.0,0
168,114585.0,0.0171,0.0,0
169,114780.0,0.297,0.0,0
170,115165.0,0.4164,0.0,0
171,115247.0,0.23719999999999997,0.0,0
172,115383.0,0.1347,0.0,0
173,115917.0,0.0862,0.0,0
174,116630.0,0.0862,0.0,0
175,117001.0,0.369,0.0,0
176,117176.0,0.19310000000000005,0.0,0
177,118495.0,0.0358,0.0,0
178,118663.0,0.0562,0.0,0
179,118879.0,0.1046,0.0,0
180,119006.0,0.1608,0.0,0
181,119245.0,0.1608,0.0,0
182,119784.0,0.0396,0.0,0
183,122272.0,0.0807,0.0,0
184,122290.0,0.0807,0.0,0
185,122639.0,0.0807,0.0,0
186,122694.0,0.4624,0.0,0
187,122766.0,0.4569,0.0,0
188,123061.0,0.4569,0.0,0
189,123691.0,0.145,0.0,0
190,124345.0,0.3121,0.0,0
191,124556.0,0.4763,0.0,0
192,124674.0,0.4763,0.0,0
193,125040.0,0.2114,0.0,0
194,125377.0,0.4766,0.0,0
195,125779.0,0.0797,0.0,0
196,125897.0,0.0866,0.0,0
197,126018.0,0.357,0.0,0
198,126995.0,0.0272,0.0,0
199,127170.0,0.0965,0.0,0
200,127329.0,0.0797,0.0,0
201,127830.0,0.2664,0.0,0
202,128303.0,0.1464,0.0,0
203,129996.0,0.0129,0.0,0
204,130248.0,0.24639999999999995,0.0,0
205,130436.0,0.0833,0.0,0
206,130542.0,0.24639999999999995,0.0,0
207,130673.0,0.2464,0.0,0
208,130762.0,0.4244,0.0,0
209,131233.0,0.0116,0.0,0
210,131766.0,0.2464,0.0,0
211,132077.0,0.0805,0.0,0
212,132112.0,0.0805,-0.02076786300898427,1
213,133586.0,0.2464,0.0,0
214,133614.0,0.0248,0.0,0
215,133891.0,0.1631,0.0,0
216,134445.0,0.1486,0.0,0
217,134628.0,0.0394,0.0,0
218,135391.0,0.1619,0.0,0
219,136249.0,0.0394,0.0,0
220,136513.0,0.2044,0.0,0
221,137227.0,0.2047,0.0,0
222,137297.0,0.0221,-0.040647054765516305,1
223,137597.0,0.2047,0.0,0
224,138454.0,0.0129,0.0,0
225,139076.0,0.0162,0.0,0
226,140207.0,0.0149,0.0,0
227,140565.0,0.0156,0.0,0
228,141016.0,0.0204,0.0,0
229,142209.0,0.07210000000000005,0.0,0
230,142232.0,0.07210000000000005,0.0,0
231,142372.0,0.0721,0.0,0
232,142691.0,0.0149,0.0,0
233,142982.0,0.0126,0.0,0
234,143360.0,0.0259,0.0,0
235,143706.0,0.0101,0.0,0
236,144750.0,0.4334,0.0,0
237,145377.0,0.257,0.0,0
238,147246.0,0.0122,0.0,0
239,149404.0,0.0108,0.0,0
240,150974.0,0.0162,0.0,0
241,152442.0,0.1705,0.0,0
242,153028.0,0.0108,0.0,0
243,153239.0,0.0223,0.0,0
244,154162.0,0.074,0.0,0
245,154567.0,0.074,0.0,0
246,154954.0,0.0289,0.0,0
247,155327.0,0.3596,0.0,0
248,155824.0,0.1449,0.0,0
249,158058.0,0.3605,0.0,0
250,158069.0,0.0769,0.0,0
251,159487.0,0.0575,0.0,0
252,159522.0,0.333,0.0,0
253,160332.0,0.0722,0.0,0
254,161705.0,0.0168,0.0,0
255,161753.0,0.0204,0.0,0
256,162945.0,0.4151,0.0,0
257,163535.0,0.1981,0.0,0
258,163540.0,0.0103,0.0,0
259,163990.0,0.0183,0.0,0
260,164096.0,0.0907,0.0,0
261,164294.0,0.3952,0.019988711336171833,1
262,164701.0,0.1264,0.0,0
263,165312.0,0.3961,0.0,0
264,165795.0,0.4775,0.0,0
265,166286.0,0.0332,0.0,0
266,166382.0,0.4775,0.0,0
267,166419.0,0.0183,0.0,0
268,167244.0,0.021,0.0,0
269,167288.0,0.0469,0.0,0
270,167600.0,0.0183,0.0,0
271,168063.0,0.3808,0.0,0
272,169526.0,0.3864,0.0,0
273,169921.0,0.1264,0.0,0
274,170287.0,0.08,0.0,0
275,170728.0,0.1262,0.0,0
276,170830.0,0.2066,-0.01111113485493867,1
277,171052.0,0.3868,0.022326558801497205,1
278,171183.0,0.072,0.0,0
279,171242.0,0.0682,0.0,0
280,171520.0,0.0542,0.0,0
281,171536.0,0.0351,0.0,0
282,171584.0,0.1612,0.0,0
283,173074.0,0.077,0.0,0
284,173837.0,0.14170000000000005,0.0,0
285,174482.0,0.0471,0.0,0
286,175248.0,0.14249999999999996,0.0,0
287,176205.0,0.1352,0.0,0
288,176817.0,0.1396,0.0,0
289,177139.0,0.0273,0.0,0
290,177572.0,0.0331,0.0,0
291,177686.0,0.2886,0.0,0
292,177859.0,0.0141,0.0,0
293,179673.0,0.2699,0.0,0
294,180980.0,0.4707,0.0,0
295,181993.0,0.2591,0.0,0
296,182373.0,0.0805,0.0,0
297,182956.0,0.2641,0.0,0
298,183024.0,0.1878,0.0,0
299,183062.0,0.18779999999999997,0.0,0
300,183502.0,0.0136,0.0,0
301,183870.0,0.0687,0.0,0
302,185218.0,0.2511,0.0,0
303,185668.0,0.18779999999999997,-0.0482558381116186,1
304,187185.0,0.2511,0.0,0
305,187664.0,0.0331,0.0,0
306,187690.0,0.0194,0.0,0
307,188498.0,0.2514,0.0,0
308,189519.0,0.0806,0.0,0
309,189717.0,0.0338,0.0,0
310,189958.0,0.0806,0.0,0
311,190069.0,0.0109,0.0,0
312,190444.0,0.2012,0.0,0
313,190604.0,0.2012,0.0,0
314,191244.0,0.472,0.0,0
315,191254.0,0.1238,0.0,0
316,191799.0,0.4704,0.0,0
317,191910.0,0.4704,0.0,0
318,192794.0,0.1238,0.0,0
319,192927.0,0.028,0.0,0
320,192942.0,0.479,0.0,0
321,193153.0,0.0488,0.0,0
322,193189.0,0.479,0.0,0
323,193767.0,0.0111,-0.02970749778483972,1
324,193897.0,0.0936,0.0,0
325,194096.0,0.0149,0.0,0
326,197031.0,0.1643,0.0,0
327,199410.0,0.1803,0.0,0
328,200535.0,0.49929999999999997,-0.024964779926957604,1
329,200536.0,0.49929999999999997,0.0,0
330,200897.0,0.1614,0.0,0
331,201437.0,0.1039,-0.0020381263067717013,1
332,201505.0,0.4993,0.0,0
333,201547.0,0.0983,0.0,0
334,202201.0,0.39649999999999996,0.0,0
335,202406.0,0.3965,0.0,0
336,202425.0,0.3965,0.0,0
337,202652.0,0.0907,0.0,0
338,203170.0,0.2851,0.0,0
339,203242.0,0.39649999999999996,0.0,0
340,203252.0,0.2851,0.0,0
341,203704.0,0.0211,0.0,0
342,204217.0,0.0504,0.0,0
343,204345.0,0.1964,0.0,0
344,204789.0,0.1964,0.0,0
345,205258.0,0.0978,0.0,0
346,205912.0,0.1114,0.0,0
347,206174.0,0.1114,0.0,0
348,206405.0,0.013,0.0,0
349,206411.0,0.0264,0.0,0
350,207627.0,0.0327,0.0,0
351,207638.0,0.2094,0.0,0
352,210897.0,0.4946,0.0,0
353,211117.0,0.2965,0.0,0
354,211230.0,0.2965,0.0,0
355,211296.0,0.0104,0.0,0
356,211547.0,0.1027,0.0,0
357,212260.0,0.3195,0.0,0
358,212933.0,0.0604,0.0,0
359,213095.0,0.013,0.0,0
360,213489.0,0.3195,0.0,0
361,214200.0,0.3195,0.0,0
362,214662.0,0.0134,0.0,0
363,214735.0,0.0466,0.0,0
364,216930.0,0.31799999999999995,0.0,0
365,217140.0,0.318,0.0,0
366,217294.0,0.0107,0.0,0
367,217388.0,0.102,0.0,0
368,217469.0,0.0292,0.0,0
369,217564.0,0.3132,0.0,0
370,217780.0,0.0663,0.0,0
371,218315.0,0.3134,0.0,0
372,218367.0,0.0912,0.0,0
373,218889.0,0.0339,0.0,0
374,219059.0,0.4351,0.0,0
375,219082.0,0.43510000000000004,0.0,0
376,219120.0,0.43510000000000004,0.0,0
377,219731.0,0.43510000000000004,0.0,0
378,220343.0,0.0469,0.0,0
379,221155.0,0.1515,-0.02647463545319012,1
380,221465.0,0.432,0.0,0
381,222046.0,0.0662,0.0,0
382,222413.0,0.1515,0.0,0
383,222564.0,0.0211,0.0,0
384,222626.0,0.0142,0.0,0
385,222758.0,0.4316,0.0,0
386,222789.0,0.3311,0.0,0
387,223274.0,0.4316,0.0,0
388,225354.0,0.0638,0.0,0
389,227012.0,0.0138,0.011633810567735199,1
390,227140.0,0.2356,0.0,0
391,227554.0,0.4544,0.0,0
392,227740.0,0.284,0.0,0
393,228713.0,0.0277,0.0,0
394,228807.0,0.2838,0.0,0
395,228828.0,0.0118,0.0,0
396,229148.0,0.0202,0.0,0
397,229332.0,0.1492,0.0,0
398,230578.0,0.4806,0.0,0
399,231623.0,0.3832,0.0,0
400,231702.0,0.3832,0.0,0
401,232724.0,0.0662,0.0,0
402,232876.0,0.0212,0.0,0
403,233245.0,0.33320000000000005,0.0,0
404,235765.0,0.26839999999999997,0.0,0
405,235776.0,0.0119,0.0,0
406,236119.0,0.0939,0.0,0
407,236919.0,0.2666,0.0,0
408,239083.0,0.1609,0.0,0
409,239301.0,0.2668,0.0,0
410,239815.0,0.1435,0.0,0
411,240664.0,0.1435,0.0,0
412,242636.0,0.0308,0.0,0
413,243198.0,0.0661,0.0,0
414,244784.0,0.1504,0.0,0
415,244920.0,0.0108,0.0,0
416,245045.0,0.15039999999999998,0.0,0
417,245050.0,0.0181,0.0,0
418,245119.0,0.48119999999999996,0.0,0
419,245176.0,0.1028,0.0,0
420,245184.0,0.48119999999999996,0.0,0
421,247658.0,0.0917,0.0,0
422,247932.0,0.14780000000000004,0.0,0
423,248958.0,0.2454,0.0,0
424,249170.0,0.4583,0.0,0
425,249329.0,0.054,0.0,0
426,249467.0,0.15080000000000005,0.0,0
427,249878.0,0.2426,0.0,0
428,250074.0,0.0998,0.0,0
429,250937.0,0.1508,0.0,0
430,251173.0,0.0661,0.0,0
431,254200.0,0.0128,0.0,0
432,254343.0,0.2456,0.0,0
433,254502.0,0.0281,0.0,0
434,254634.0,0.0103,0.0,0
435,255027.0,0.0183,0.0,0
436,256038.0,0.0925,0.0,0
437,256382.0,0.1278,0.0,0
438,257950.0,0.054,0.0,0
439,257997.0,0.3547,0.0,0
440,259504.0,0.0973,0.0,0
441,259550.0,0.2799,0.0,0
442,259998.0,0.3836,0.0,0
443,260207.0,0.3836,0.0,0
444,260367.0,0.0102,0.0,0
445,260397.0,0.0548,0.0,0
446,261540.0,0.0214,0.0,0
447,262115.0,0.0308,0.0,0
448,264206.0,0.3194,0.0,0
449,264777.0,0.0951,0.0,0
450,265251.0,0.2659,0.0,0
451,266285.0,0.2104,0.0,0
452,266527.0,0.0477,0.0,0
453,266831.0,0.4901,0.0,0
454,268323.0,0.20320000000000005,0.0,0
455,268620.0,0.2608,0.0,0
456,271710.0,0.0572,0.0,0
457,273183.0,0.03,0.0,0
458,273543.0,0.3606,0.0,0
459,274304.0,0.0102,0.0,0
460,275996.0,0.1779,0.0,0
461,276730.0,0.2524,0.0,0
462,277021.0,0.0194,0.0,0
463,277513.0,0.0113,0.0,0
464,279165.0,0.1637,-0.011967781373651214,1
465,279541.0,0.1637,0.0,0
466,280036.0,0.1777,0.0,0
467,280602.0,0.0194,0.0,0
468,283134.0,0.35840000000000005,0.0,0
469,285214.0,0.2433,0.0,0
470,285263.0,0.2487,0.0,0
471,286863.0,0.0316,0.0,0
472,286881.0,0.2485,0.0,0
473,288495.0,0.316,0.0,0
474,289101.0,0.0214,0.0,0
475,289390.0,0.2509,0.0,0
476,289781.0,0.2866,0.0,0
477,291175.0,0.0117,0.0,0
478,291443.0,0.0278,0.0,0
479,291975.0,0.3867,0.0,0
480,292289.0,0.3867,0.0,0
481,292486.0,0.0282,0.0,0
482,293970.0,0.4603,0.0,0
483,294295.0,0.3199,0.0,0
484,295807.0,0.453,0.0,0
485,296076.0,0.2437,0.0,0
486,296188.0,0.3229,0.0,0
487,296546.0,0.043,0.0,0
488,298273.0,0.4525,0.0,0
489,298516.0,0.0303,0.0,0
490,298983.0,0.4525,0.0,0
491,300345.0,0.1771,0.0,0
492,300550.0,0.0617,0.0,0
493,301067.0,0.4431,0.0,0
494,301296.0,0.0473,0.0,0
495,301300.0,0.07,0.0,0
496,302782.0,0.443,0.0,0
497,302858.0,0.0334,0.0,0
498,303876.0,0.0355,0.0,0
499,306086.0,0.0408,0.0,0
500,307915.0,0.4949,0.0,0
501,308305.0,0.0224,0.0,0
502,308763.0,0.0412,0.0,0
503,309117.0,0.0314,0.0,0
504,309198.0,0.1443,0.0,0
505,310037.0,0.4754,0.0,0
506,310387.0,0.1005,0.0,0
507,310830.0,0.0484,0.0,0
508,312210.0,0.025,0.0,0
509,312253.0,0.0102,0.0,0
510,312756.0,0.0102,0.0,0
511,313100.0,0.499,0.0,0
512,313281.0,0.0412,0.0,0
513,314010.0,0.0706,0.0,0
514,314080.0,0.0141,0.0,0
515,314538.0,0.0317,0.0,0
516,316017.0,0.0195,0.0,0
517,316391.0,0.1694,0.0,0
518,316887.0,0.0684,0.0,0
519,316957.0,0.0458,0.0,0
520,317214.0,0.0176,0.0,0
521,319670.0,0.4792,0.0,0
522,320937.0,0.2743,0.0,0
523,321866.0,0.0413,0.0,0
524,322243.0,0.0105,0.0,0
525,322564.0,0.4321,0.0,0
526,322806.0,0.0359,0.0,0
527,322811.0,0.4786,0.0,0
528,324965.0,0.047,0.0,0
529,327404.0,0.0469,0.0,0
530,328206.0,0.0469,0.0,0
531,329215.0,0.0469,0.0,0
532,329325.0,0.04690000000000005,0.0,0
533,329457.0,0.0679,0.0,0
534,330141.0,0.44920000000000004,0.0,0
535,330186.0,0.2475,0.0,0
536,330459.0,0.44399999999999995,0.0,0
537,330569.0,0.0417,0.0,0
538,331536.0,0.4029,0.0,0
539,331634.0,0.0417,0.0,0
540,331785.0,0.0127,0.0,0
541,331814.0,0.0417,0.0,0
542,332742.0,0.44430000000000003,0.0,0
543,333399.0,0.0319,0.0,0
544,334481.0,0.1124,0.0,0
545,334955.0,0.0175,0.0,0
546,335727.0,0.1787,0.0,0
547,336527.0,0.112,0.0,0
548,336798.0,0.37470000000000003,0.0,0
549,338627.0,0.1541,0.0,0
550,339582.0,0.3748,0.0,0
551,339989.0,0.1512,0.0,0
552,340341.0,0.3788,0.0,0
553,341342.0,0.1003,0.0,0
554,341571.0,0.3861,0.0,0
555,342360.0,0.38070000000000004,0.04192446018681725,1
556,342500.0,0.0278,0.0,0
557,342774.0,0.4068,0.0,0
558,345804.0,0.0464,0.0,0
559,345808.0,0.1402,0.0,0
560,345914.0,0.2749,0.0,0
561,346801.0,0.4151,0.0,0
562,346933.0,0.4151,0.0,0
563,348305.0,0.4597,0.0,0
564,348375.0,0.4597,0.0,0
565,348551.0,0.1849,0.0,0
566,348565.0,0.1959,-0.05077895406037708,1
567,348685.0,0.01,0.0,0
568,349010.0,0.3444,0.0,0
569,350093.0,0.37150000000000005,0.0,0
570,350518.0,0.0114,0.0,0
571,351695.0,0.3568,0.0,0
572,351790.0,0.0178,0.0,0
573,351828.0,0.0114,0.0,0
574,353119.0,0.0114,0.0,0
575,353180.0,0.085,0.0,0
576,353270.0,0.0231,0.0,0
577,353286.0,0.119,0.0,0
578,353544.0,0.0442,0.0,0
579,354365.0,0.0334,0.0,0
580,355517.0,0.0435,0.0,0
581,355854.0,0.4315,0.0,0
582,355875.0,0.3067,0.0,0
583,356058.0,0.0256,0.0,0
584,358928.0,0.0203,0.0,0
585,359079.0,0.146,0.0,0
586,359526.0,0.0306,0.0,0
587,359826.0,0.0304,0.0,0
588,360103.0,0.2593,0.0,0
589,360201.0,0.1536,0.0,0
590,360789.0,0.1151,0.0,0
591,361823.0,0.0532,0.0,0
592,362654.0,0.0428,0.0,0
593,363759.0,0.377,0.0,0
594,364594.0,0.0231,0.0,0
595,365477.0,0.0411,0.0,0
596,366231.0,0.0114,0.053299011539382185,1
597,367669.0,0.0761,0.0,0
598,368913.0,0.1521,0.0,0
599,371651.0,0.30489999999999995,0.0,0
600,372002.0,0.152,0.0,0
601,372594.0,0.0411,0.0,0
602,372680.0,0.1145,0.0,0
603,374157.0,0.19069999999999998,0.0,0
604,375054.0,0.0738,0.0,0
605,375430.0,0.0662,0.0,0
606,376602.0,0.0662,0.0,0
607,377363.0,0.0479,0.0,0
608,377504.0,0.0541,0.0,0
609,379196.0,0.05410000000000004,0.0,0
610,379843.0,0.1323,0.0,0
611,380157.0,0.1669,0.0,0
612,380397.0,0.0578,0.0,0
613,381409.0,0.0158,0.0,0
614,381470.0,0.1072,0.0,0
615,383073.0,0.2858,0.010999834198588259,1
616,383413.0,0.41479999999999995,0.0,0
617,383779.0,0.286,0.0,0
618,384234.0,0.2868,0.0,0
619,385958.0,0.1648,0.0,0
620,386887.0,0.0173,0.0,0
621,387324.0,0.1648,0.0,0
622,388484.0,0.1068,0.0,0
623,389111.0,0.0124,-0.047501102745529065,1
624,389453.0,0.16910000000000003,0.0,0
625,389882.0,0.0629,0.0,0
626,389977.0,0.1099,0.0,0
627,391161.0,0.0575,0.0,0
628,391552.0,0.0687,0.0,0
629,392290.0,0.08389999999999997,0.0,0
630,392936.0,0.064,0.0,0
631,393707.0,0.0109,0.0,0
632,393724.0,0.0876,-0.04106933396121931,1
633,393995.0,0.0192,0.0,0
634,394213.0,0.0104,0.0,0
635,395656.0,0.2152,0.0,0
636,396267.0,0.0831,0.0,0
637,397088.0,0.3794,0.0,0
638,397666.0,0.0626,0.0,0
639,398025.0,0.0849,0.0,0
640,399449.0,0.27980000000000005,0.0,0
641,401023.0,0.278,0.0,0
642,403163.0,0.0943,0.0,0
643,403426.0,0.0943,0.0,0
644,404218.0,0.0731,0.0,0
645,406502.0,0.3432,0.0,0
646,406551.0,0.0382,0.0,0
647,408583.0,0.0658,0.0,0
648,409008.0,0.0669,0.0,0
649,409276.0,0.4024,0.0,0
650,409641.0,0.0512,0.0,0
651,409727.0,0.4849,0.0,0
652,412336.0,0.47319999999999995,0.0,0
653,412570.0,0.0614,0.0,0
654,412832.0,0.0122,0.0,0
655,412854.0,0.4535,0.0,0
656,413389.0,0.0123,0.0,0
657,413817.0,0.4437,0.0,0
658,414217.0,0.4437,0.0,0
659,415597.0,0.4657,0.0,0
660,416793.0,0.4049,0.0,0
661,417160.0,0.0157,0.0,0
662,417521.0,0.1203,0.0,0
663,418405.0,0.0194,0.0,0
664,418449.0,0.0183,0.0,0
665,419505.0,0.3985,0.0,0
666,419897.0,0.0417,0.0,0
667,420493.0,0.4557,0.0,0
668,422270.0,0.1033,0.0,0
669,422296.0,0.4502,0.0,0
670,422892.0,0.0758,-0.007831894882904521,1
671,423268.0,0.2609,0.0,0
672,423650.0,0.0758,0.0,0
673,423985.0,0.205,0.0,0
674,424112.0,0.0619,0.0,0
675,424781.0,0.0401,0.0,0
676,427615.0,0.44989999999999997,0.0,0
677,429165.0,0.45699999999999996,0.0,0
678,429351.0,0.0619,0.0,0
679,432238.0,0.0598,0.0,0
680,432898.0,0.0286,0.0,0
681,435290.0,0.0399,0.0,0
682,435617.0,0.0139,0.0,0
683,437782.0,0.0259,0.0,0
684,438693.0,0.0568,0.0,0
685,440017.0,0.0595,0.0,0
686,440700.0,0.0417,0.0,0
687,440718.0,0.0284,0.0,0
688,442361.0,0.2358,0.0,0
689,442464.0,0.46130000000000004,0.0,0
690,442690.0,0.4079,0.0,0
691,443544.0,0.0597,0.0,0
692,444367.0,0.3929,0.0,0
693,445803.0,0.3935,0.0,0
694,446046.0,0.0808,0.0,0
695,446583.0,0.37949999999999995,0.0,0
696,446665.0,0.44599999999999995,0.0,0
697,446824.0,0.011,0.0,0
698,448194.0,0.0172,0.0,0
699,448254.0,0.0111,0.01924754830529316,1
700,448409.0,0.3795,0.0,0
701,449698.0,0.2107,0.0,0
702,450194.0,0.0489,0.0,0
703,450581.0,0.44630000000000003,0.0,0
704,451591.0,0.0133,0.0,0
705,451759.0,0.0103,0.0,0
706,451846.0,0.2356,0.0,0
707,452176.0,0.01,0.0,0
708,452181.0,0.2052,0.0,0
709,452464.0,0.45089999999999997,0.0,0
710,453234.0,0.0261,0.0,0
711,453580.0,0.01,-0.003985910545319953,1
712,455045.0,0.46419999999999995,0.0,0
713,456154.0,0.0111,0.0,0
714,456412.0,0.1899,0.0,0
715,456903.0,0.2497,0.0,0
716,457324.0,0.24970000000000003,0.0,0
717,458015.0,0.0714,0.0,0
718,458414.0,0.1903,0.0,0
719,458924.0,0.2498,0.0,0
720,459245.0,0.0598,-0.04632879707027625,1
721,459708.0,0.2295,0.0,0
722,460145.0,0.3689,0.0,0
723,460803.0,0.18910000000000005,0.0,0
724,461022.0,0.2557,0.0,0
725,462115.0,0.0133,0.0,0
726,462315.0,0.3716,0.0,0
727,462878.0,0.2553,0.0,0
728,463129.0,0.0173,0.0,0
729,463681.0,0.24229999999999996,0.0,0
730,464119.0,0.2332,0.0,0
731,464974.0,0.0687,0.0,0
732,465563.0,0.053100000000000036,0.0,0
733,465763.0,0.2437,0.0,0
734,466314.0,0.1906,0.0,0
735,466661.0,0.3655,0.0,0
736,468165.0,0.0145,0.0,0
737,468545.0,0.0503,0.0,0
738,468928.0,0.0503,0.0,0
739,470568.0,0.0376,-0.04947690600159321,1
740,470741.0,0.1923,0.0,0
741,471793.0,0.0159,0.0,0
742,473905.0,0.0117,0.0,0
743,475262.0,0.2816,0.0,0
744,475976.0,0.0133,0.0,0
745,476139.0,0.0895,0.0,0
746,476282.0,0.0802,-0.016951653795028124,1
747,476934.0,0.28369999999999995,0.0,0
748,477652.0,0.2837,0.0,0
749,478310.0,0.2833,0.0,0
750,479645.0,0.0137,0.03326925544863931,1
751,479898.0,0.1615,0.10642348662175823,1
752,481786.0,0.3479,0.0,0
753,481810.0,0.2964,0.0,0
